date,linked_account_id,linked_account_name,service,service_code,region,unblended_cost,is_estimated
2026-03-24,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,282.04,false
2026-03-24,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,105.89,false
2026-03-24,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,125.05,false
2026-03-24,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,563.15,false
2026-03-24,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,199.28,false
2026-03-24,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,193.11,false
2026-03-24,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,39.94,false
2026-03-25,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,489.95,false
2026-03-25,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,30.03,false
2026-03-25,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,337.69,false
2026-03-25,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,539.64,false
2026-03-25,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,20.96,false
2026-03-25,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,79.83,false
2026-03-25,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,281.3,false
2026-03-25,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,481.47,false
2026-03-25,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,16.19,false
2026-03-25,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,225.31,false
2026-03-25,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,381.88,false
2026-03-25,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,496.33,false
2026-03-25,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,28.54,false
2026-03-25,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,251.86,false
2026-03-25,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.52,false
2026-03-25,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,125.4,false
2026-03-25,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,114.14,false
2026-03-25,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,13.23,false
2026-03-25,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,79.69,false
2026-03-25,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,141.75,false
2026-03-25,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,149.78,false
2026-03-25,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,59.08,false
2026-03-25,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,79.4,false
2026-03-25,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,280.27,false
2026-03-25,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,102.24,false
2026-03-25,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,123.26,false
2026-03-25,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,572.14,false
2026-03-25,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,196.06,false
2026-03-25,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,200.57,false
2026-03-25,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,39.55,false
2026-03-26,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,508.83,false
2026-03-26,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,30.04,false
2026-03-26,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,342.63,false
2026-03-26,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,539.03,false
2026-03-26,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,21.26,false
2026-03-26,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,81.28,false
2026-03-26,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,287.87,false
2026-03-26,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,484.21,false
2026-03-26,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,16.12,false
2026-03-26,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,225.26,false
2026-03-26,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,375.44,false
2026-03-26,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,508.62,false
2026-03-26,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,29.0,false
2026-03-26,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,247.37,false
2026-03-26,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.56,false
2026-03-26,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,126.27,false
2026-03-26,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,116.6,false
2026-03-26,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,13.23,false
2026-03-26,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,83.91,false
2026-03-26,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,138.23,false
2026-03-26,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,150.78,false
2026-03-26,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,59.9,false
2026-03-26,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,76.43,false
2026-03-26,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,289.17,false
2026-03-26,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,104.81,false
2026-03-26,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,125.9,false
2026-03-26,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,551.26,false
2026-03-26,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,199.72,false
2026-03-26,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,199.14,false
2026-03-26,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,39.65,false
2026-03-27,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,570.71,false
2026-03-27,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,32.08,false
2026-03-27,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,352.31,false
2026-03-27,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,585.69,false
2026-03-27,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,22.72,false
2026-03-27,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,87.65,false
2026-03-27,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,299.97,false
2026-03-27,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,502.79,false
2026-03-27,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,17.32,false
2026-03-27,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,236.33,false
2026-03-27,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,430.84,false
2026-03-27,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,526.66,false
2026-03-27,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,31.62,false
2026-03-27,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,268.91,false
2026-03-27,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.83,false
2026-03-27,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,133.72,false
2026-03-27,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,124.02,false
2026-03-27,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,14.46,false
2026-03-27,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,89.42,false
2026-03-27,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,149.97,false
2026-03-27,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,161.16,false
2026-03-27,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,64.22,false
2026-03-27,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,84.01,false
2026-03-27,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,316.42,false
2026-03-27,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,111.61,false
2026-03-27,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,134.34,false
2026-03-27,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,602.02,false
2026-03-27,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,209.83,false
2026-03-27,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,218.28,false
2026-03-27,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,43.25,false
2026-03-28,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,473.19,false
2026-03-28,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,29.03,false
2026-03-28,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,324.54,false
2026-03-28,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,521.12,false
2026-03-28,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,20.34,false
2026-03-28,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,78.2,false
2026-03-28,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,266.87,false
2026-03-28,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,444.28,false
2026-03-28,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,15.62,false
2026-03-28,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,211.64,false
2026-03-28,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,363.93,false
2026-03-28,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,476.1,false
2026-03-28,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,27.98,false
2026-03-28,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,237.41,false
2026-03-28,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.41,false
2026-03-28,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,120.89,false
2026-03-28,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,55.09,false
2026-03-28,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,12.65,false
2026-03-28,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,82.3,false
2026-03-28,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,137.07,false
2026-03-28,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,77.11,false
2026-03-28,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,56.83,false
2026-03-28,200000000014,data-analytics,AWS Data Transfer,AWSDataTransfer,us-east-1,660.08,false
2026-03-28,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,77.59,false
2026-03-28,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,271.41,false
2026-03-28,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,100.01,false
2026-03-28,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,119.83,false
2026-03-28,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,532.35,false
2026-03-28,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,94.66,false
2026-03-28,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,190.36,false
2026-03-28,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,37.79,false
2026-03-29,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,543.19,false
2026-03-29,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,33.07,false
2026-03-29,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,375.01,false
2026-03-29,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,589.94,false
2026-03-29,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,22.65,false
2026-03-29,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,88.79,false
2026-03-29,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,305.85,false
2026-03-29,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,518.5,false
2026-03-29,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,17.77,false
2026-03-29,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,246.8,false
2026-03-29,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,433.95,false
2026-03-29,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,532.94,false
2026-03-29,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,31.58,false
2026-03-29,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,269.64,false
2026-03-29,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.85,false
2026-03-29,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,129.64,false
2026-03-29,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,62.02,false
2026-03-29,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,14.79,false
2026-03-29,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,85.78,false
2026-03-29,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,157.85,false
2026-03-29,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,86.65,false
2026-03-29,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,63.39,false
2026-03-29,200000000014,data-analytics,AWS Data Transfer,AWSDataTransfer,us-east-1,670.33,false
2026-03-29,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,83.17,false
2026-03-29,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,299.61,false
2026-03-29,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,113.13,false
2026-03-29,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,136.27,false
2026-03-29,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,620.33,false
2026-03-29,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,105.43,false
2026-03-29,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,214.51,false
2026-03-29,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,43.53,false
2026-03-30,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,652.55,false
2026-03-30,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,37.57,false
2026-03-30,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,436.2,false
2026-03-30,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,682.33,false
2026-03-30,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,26.84,false
2026-03-30,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,102.49,false
2026-03-30,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,362.09,false
2026-03-30,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,601.32,false
2026-03-30,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,20.36,false
2026-03-30,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,287.28,false
2026-03-30,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,484.58,false
2026-03-30,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,598.54,false
2026-03-30,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,36.61,false
2026-03-30,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,315.36,false
2026-03-30,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,4.46,false
2026-03-30,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,154.05,false
2026-03-30,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,143.56,false
2026-03-30,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,16.82,false
2026-03-30,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,97.14,false
2026-03-30,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,185.62,false
2026-03-30,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,186.35,false
2026-03-30,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,74.09,false
2026-03-30,200000000014,data-analytics,AWS Data Transfer,AWSDataTransfer,us-east-1,630.45,false
2026-03-30,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,94.71,false
2026-03-30,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,363.72,false
2026-03-30,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,131.26,false
2026-03-30,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,157.39,false
2026-03-30,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,691.32,false
2026-03-30,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,248.17,false
2026-03-30,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,249.82,false
2026-03-30,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,49.91,false
2026-03-31,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,583.57,false
2026-03-31,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,34.36,false
2026-03-31,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,374.12,false
2026-03-31,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,621.73,false
2026-03-31,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,24.24,false
2026-03-31,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,92.35,false
2026-03-31,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,324.98,false
2026-03-31,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,549.61,false
2026-03-31,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,18.37,false
2026-03-31,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,257.2,false
2026-03-31,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,442.24,false
2026-03-31,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,554.38,false
2026-03-31,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,32.93,false
2026-03-31,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,281.08,false
2026-03-31,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,4.03,false
2026-03-31,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,144.74,false
2026-03-31,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,130.35,false
2026-03-31,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,15.13,false
2026-03-31,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,90.59,false
2026-03-31,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,159.37,false
2026-03-31,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,168.07,false
2026-03-31,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,66.7,false
2026-03-31,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,89.07,false
2026-03-31,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,334.04,false
2026-03-31,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,119.14,false
2026-03-31,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,141.46,false
2026-03-31,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,637.15,false
2026-03-31,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,219.29,false
2026-03-31,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,228.33,false
2026-03-31,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,45.27,false
2026-04-01,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,562.17,false
2026-04-01,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,33.74,false
2026-04-01,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,382.78,false
2026-04-01,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,605.55,false
2026-04-01,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,23.82,false
2026-04-01,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,90.86,false
2026-04-01,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,319.69,false
2026-04-01,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,518.35,false
2026-04-01,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,17.93,false
2026-04-01,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,249.9,false
2026-04-01,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,414.2,false
2026-04-01,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,530.88,false
2026-04-01,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,32.19,false
2026-04-01,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,274.54,false
2026-04-01,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.89,false
2026-04-01,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,141.25,false
2026-04-01,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,127.6,false
2026-04-01,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,14.15,false
2026-04-01,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,88.13,false
2026-04-01,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,159.45,false
2026-04-01,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,164.73,false
2026-04-01,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,66.11,false
2026-04-01,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,89.21,false
2026-04-01,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,372.52,false
2026-04-01,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,117.07,false
2026-04-01,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,137.55,false
2026-04-01,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,606.32,false
2026-04-01,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,215.42,false
2026-04-01,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,222.02,false
2026-04-01,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,44.09,false
2026-04-02,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,569.75,false
2026-04-02,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,32.69,false
2026-04-02,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,353.37,false
2026-04-02,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,590.7,false
2026-04-02,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,23.43,false
2026-04-02,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,89.18,false
2026-04-02,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,304.2,false
2026-04-02,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,502.66,false
2026-04-02,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,17.79,false
2026-04-02,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,248.77,false
2026-04-02,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,428.35,false
2026-04-02,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,526.29,false
2026-04-02,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,31.56,false
2026-04-02,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,261.98,false
2026-04-02,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.84,false
2026-04-02,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,135.88,false
2026-04-02,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,124.87,false
2026-04-02,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,14.22,false
2026-04-02,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,88.87,false
2026-04-02,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,152.34,false
2026-04-02,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,163.49,false
2026-04-02,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,64.2,false
2026-04-02,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,84.11,false
2026-04-02,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,369.75,false
2026-04-02,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,112.81,false
